,Player,Pos,Squad,Age,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,FK,PassCmp,PassAttm,TotalPassDist,PrgPassDist,ShortCmp,ShortAttm,MedCmp,MedAttm,LongCmp,LongAttm,KeyPasses,FinalThirdPass,PenPass,CrsPA,PrgPassNum,Live,Dead,ThroughBalls,PassUnderPressure,SwitchingPass,Cross,GroundPass,LowPass,HighPass,InterceptedPass,SCA,GCA,Tkl,TklW,TklDef,TklMid,TklAtt,DribTkl,DrbTklAttm,NumPressed,SuccPress,PressDef,PressMid,PressAtt,TotalBlocks,ShotsBlocked,PassesBlocked,PassesIntercepted,Clearances,TouchesDefPen,TouchesDef,TouchesMid,TouchesAtt,TouchesAttPen,LiveTouches,SuccDrib,AttmDrib,PlayersDrib,Nutmegs,Carries,DistCarried,PrgDistCarried,TargetOfPass,PassesRecvd,Miscontrols,Disposessed,Fouls,Recoveries,AerialsWon,AerialsLost
132,Łukasz Fabiański,GK,West Ham,34.0,2117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,672.0,17199.0,13323.0,1.0,3.0,82.0,83.0,295.0,586.0,0.0,7.0,0.0,0.0,0.0,409.0,263.0,0.0,61.0,21.0,0.0,128.0,40.0,504.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,656.0,728.0,0.0,0.0,0.0,465.0,1.0,1.0,1.0,0.0,304.0,1956.0,992.0,229.0,226.0,1.0,0.0,1.0,120.0,0.0,0.0
133,Fabinho,MF,Liverpool,25.0,2079.0,2.0,3.0,0.4,0.4,1.8,12.0,4.0,2.0,1334.0,1528.0,27065.0,5338.0,19.0,35.0,962.0,1056.0,353.0,437.0,18.0,129.0,21.0,2.0,101.0,1505.0,23.0,5.0,242.0,38.0,9.0,1051.0,211.0,266.0,9.0,32.0,3.0,77.0,53.0,27.0,37.0,13.0,26.0,65.0,428.0,139.0,149.0,219.0,60.0,36.0,2.0,34.0,35.0,34.0,42.0,379.0,1114.0,326.0,13.0,1715.0,10.0,12.0,11.0,1.0,1136.0,5164.0,2355.0,1257.0,1205.0,11.0,12.0,32.0,326.0,41.0,30.0
134,Ralf Fährmann,GK,Norwich City,30.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,129.0,81.0,0.0,0.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,18.0,13.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
135,Akin Famewo,MF,Norwich City,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Kiko Femenía,DF,Watford,28.0,2237.0,0.0,0.0,0.1,0.1,1.6,5.0,1.0,0.0,995.0,1289.0,16211.0,6755.0,21.0,48.0,833.0,991.0,141.0,250.0,19.0,56.0,28.0,16.0,160.0,1008.0,281.0,0.0,164.0,23.0,68.0,680.0,300.0,309.0,31.0,32.0,3.0,62.0,32.0,44.0,15.0,3.0,26.0,71.0,384.0,97.0,209.0,138.0,37.0,36.0,2.0,34.0,37.0,62.0,64.0,425.0,704.0,458.0,21.0,1231.0,25.0,36.0,25.0,1.0,832.0,4507.0,2325.0,810.0,753.0,16.0,12.0,26.0,274.0,21.0,10.0
137,Bruno Fernandes,MF,Manchester Utd,24.0,1186.0,8.0,7.0,5.9,2.8,2.6,40.0,14.0,7.0,608.0,853.0,11698.0,3233.0,6.0,38.0,463.0,564.0,139.0,251.0,34.0,72.0,23.0,2.0,100.0,751.0,102.0,4.0,140.0,53.0,75.0,528.0,138.0,187.0,23.0,57.0,12.0,19.0,14.0,7.0,8.0,4.0,5.0,34.0,260.0,65.0,59.0,124.0,77.0,14.0,0.0,14.0,9.0,12.0,17.0,100.0,490.0,474.0,41.0,894.0,15.0,21.0,15.0,1.0,655.0,3372.0,2012.0,849.0,737.0,23.0,16.0,9.0,91.0,2.0,10.0
138,Gedson Fernandes,"MF,DF",Tottenham,20.0,68.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,40.0,51.0,576.0,169.0,3.0,5.0,32.0,36.0,5.0,10.0,2.0,1.0,3.0,1.0,8.0,44.0,7.0,0.0,11.0,0.0,6.0,30.0,14.0,7.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,5.0,7.0,7.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,28.0,39.0,6.0,59.0,2.0,5.0,3.0,0.0,49.0,359.0,219.0,62.0,47.0,3.0,4.0,0.0,9.0,0.0,1.0
139,Federico Fernández,DF,Newcastle Utd,30.0,2620.0,2.0,2.0,1.7,1.7,0.2,16.0,6.0,0.0,907.0,1184.0,20097.0,8025.0,13.0,37.0,597.0,690.0,297.0,457.0,3.0,42.0,7.0,4.0,74.0,1052.0,132.0,1.0,167.0,51.0,27.0,717.0,146.0,321.0,19.0,10.0,3.0,50.0,32.0,41.0,8.0,1.0,27.0,51.0,231.0,73.0,170.0,48.0,13.0,61.0,31.0,30.0,22.0,214.0,274.0,1005.0,467.0,161.0,21.0,1433.0,11.0,14.0,11.0,0.0,820.0,3800.0,1841.0,865.0,838.0,6.0,11.0,17.0,250.0,67.0,50.0
140,Fernandinho,DF,Manchester City,34.0,2397.0,0.0,1.0,1.1,1.1,0.6,17.0,2.0,0.0,1985.0,2190.0,44224.0,14225.0,12.0,28.0,1303.0,1395.0,670.0,767.0,7.0,226.0,11.0,1.0,168.0,2134.0,56.0,2.0,249.0,76.0,5.0,1709.0,193.0,288.0,12.0,27.0,5.0,44.0,25.0,29.0,15.0,0.0,18.0,47.0,217.0,89.0,106.0,90.0,21.0,40.0,17.0,23.0,25.0,106.0,241.0,972.0,1525.0,113.0,21.0,2381.0,12.0,14.0,12.0,2.0,1751.0,11286.0,7387.0,1884.0,1854.0,6.0,7.0,26.0,310.0,74.0,36.0
141,Roberto Firmino,FW,Liverpool,27.0,2988.0,9.0,8.0,13.4,13.4,6.0,100.0,37.0,0.0,931.0,1171.0,14337.0,3583.0,42.0,101.0,765.0,921.0,124.0,149.0,49.0,70.0,35.0,0.0,102.0,1141.0,30.0,8.0,306.0,8.0,8.0,874.0,205.0,92.0,51.0,94.0,19.0,37.0,26.0,7.0,17.0,13.0,10.0,34.0,694.0,216.0,57.0,307.0,330.0,47.0,5.0,42.0,8.0,16.0,21.0,116.0,741.0,810.0,230.0,1543.0,59.0,97.0,64.0,2.0,1168.0,6485.0,3587.0,1818.0,1218.0,64.0,59.0,29.0,191.0,29.0,74.0
142,John Fleck,MF,Sheffield Utd,27.0,2516.0,5.0,2.0,3.3,3.3,3.4,32.0,12.0,0.0,854.0,1164.0,15203.0,4967.0,31.0,79.0,663.0,775.0,160.0,310.0,38.0,91.0,33.0,7.0,130.0,1030.0,134.0,3.0,224.0,63.0,147.0,680.0,215.0,269.0,22.0,71.0,5.0,38.0,24.0,17.0,15.0,6.0,18.0,74.0,551.0,146.0,150.0,289.0,112.0,44.0,3.0,41.0,24.0,24.0,36.0,211.0,621.0,659.0,54.0,1277.0,43.0,62.0,48.0,3.0,892.0,4839.0,2790.0,1004.0,870.0,30.0,22.0,25.0,250.0,12.0,25.0
143,Phil Foden,"FW,MF",Manchester City,19.0,901.0,5.0,2.0,4.4,4.4,2.0,34.0,14.0,0.0,431.0,508.0,6922.0,1357.0,10.0,23.0,361.0,401.0,60.0,84.0,18.0,28.0,13.0,2.0,37.0,494.0,14.0,4.0,74.0,17.0,28.0,398.0,51.0,59.0,2.0,44.0,8.0,16.0,9.0,5.0,8.0,3.0,7.0,17.0,253.0,74.0,43.0,105.0,105.0,9.0,0.0,9.0,7.0,3.0,3.0,48.0,262.0,356.0,72.0,616.0,24.0,31.0,25.0,0.0,482.0,2649.0,1496.0,591.0,516.0,10.0,23.0,12.0,61.0,8.0,17.0
144,Pablo Fornals,"MF,FW",West Ham,23.0,2172.0,2.0,5.0,2.8,2.8,2.1,37.0,12.0,0.0,680.0,897.0,10962.0,3027.0,28.0,74.0,555.0,654.0,97.0,169.0,18.0,49.0,27.0,6.0,77.0,860.0,37.0,6.0,222.0,31.0,62.0,594.0,167.0,136.0,17.0,48.0,9.0,42.0,29.0,17.0,18.0,7.0,16.0,70.0,597.0,156.0,153.0,275.0,169.0,51.0,1.0,50.0,24.0,10.0,14.0,170.0,542.0,512.0,51.0,1113.0,20.0,39.0,22.0,3.0,798.0,4337.0,2307.0,1055.0,786.0,22.0,38.0,18.0,187.0,9.0,49.0
145,Ben Foster,GK,Watford,36.0,3420.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,0.0,534.0,1202.0,24862.0,20230.0,1.0,1.0,126.0,129.0,407.0,1072.0,0.0,30.0,2.0,0.0,4.0,735.0,467.0,0.0,96.0,56.0,0.0,174.0,57.0,971.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1057.0,1277.0,35.0,1.0,1.0,845.0,3.0,3.0,3.0,0.0,534.0,3603.0,2217.0,397.0,396.0,0.0,0.0,2.0,224.0,1.0,0.0
146,Timothy Fosu-Mensah,DF,Manchester Utd,21.0,136.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,0.0,62.0,73.0,1076.0,303.0,2.0,4.0,50.0,58.0,10.0,11.0,2.0,2.0,0.0,0.0,7.0,66.0,7.0,0.0,4.0,1.0,2.0,51.0,13.0,9.0,1.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,19.0,5.0,9.0,9.0,1.0,0.0,0.0,0.0,5.0,2.0,2.0,20.0,49.0,20.0,3.0,77.0,1.0,1.0,1.0,0.0,50.0,229.0,123.0,67.0,57.0,2.0,1.0,5.0,9.0,1.0,2.0
147,Dimitri Foulquier,"MF,DF",Watford,26.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,172.0,63.0,1.0,2.0,6.0,6.0,3.0,5.0,1.0,1.0,0.0,0.0,2.0,12.0,1.0,0.0,5.0,0.0,1.0,7.0,4.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,6.0,6.0,9.0,3.0,2.0,0.0,2.0,2.0,1.0,3.0,7.0,9.0,6.0,0.0,19.0,2.0,2.0,2.0,0.0,12.0,109.0,71.0,13.0,9.0,1.0,1.0,0.0,4.0,0.0,2.0
148,Juan Foyth,DF,Tottenham,21.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,1027.0,341.0,0.0,0.0,40.0,43.0,13.0,17.0,1.0,3.0,0.0,0.0,6.0,52.0,8.0,0.0,12.0,3.0,0.0,44.0,8.0,8.0,1.0,1.0,0.0,7.0,4.0,5.0,1.0,1.0,2.0,3.0,14.0,5.0,10.0,4.0,0.0,2.0,0.0,2.0,2.0,4.0,7.0,31.0,42.0,10.0,0.0,69.0,1.0,3.0,1.0,0.0,44.0,214.0,122.0,46.0,42.0,1.0,2.0,2.0,11.0,1.0,0.0
149,Simon Francis,DF,Bournemouth,34.0,969.0,0.0,0.0,0.2,0.2,0.3,3.0,0.0,0.0,425.0,544.0,8941.0,3412.0,1.0,8.0,312.0,355.0,112.0,181.0,4.0,26.0,5.0,4.0,36.0,504.0,40.0,1.0,123.0,18.0,16.0,272.0,126.0,146.0,9.0,7.0,1.0,17.0,12.0,13.0,4.0,0.0,11.0,25.0,107.0,29.0,71.0,24.0,12.0,29.0,14.0,15.0,20.0,91.0,113.0,401.0,245.0,73.0,10.0,655.0,4.0,7.0,4.0,0.0,366.0,1861.0,747.0,410.0,382.0,1.0,2.0,7.0,118.0,48.0,28.0
150,Ryan Fraser,"MF,FW",Bournemouth,25.0,2067.0,1.0,4.0,3.2,3.2,4.1,27.0,12.0,2.0,648.0,950.0,11071.0,4285.0,16.0,54.0,537.0,650.0,95.0,246.0,43.0,55.0,41.0,7.0,142.0,818.0,132.0,9.0,205.0,29.0,173.0,516.0,180.0,254.0,16.0,66.0,6.0,9.0,8.0,3.0,3.0,3.0,4.0,17.0,298.0,65.0,79.0,122.0,97.0,28.0,3.0,25.0,16.0,18.0,29.0,200.0,431.0,613.0,69.0,1014.0,10.0,23.0,12.0,0.0,799.0,5673.0,3499.0,1001.0,786.0,32.0,21.0,10.0,139.0,10.0,26.0
151,Fred,MF,Manchester Utd,26.0,2163.0,0.0,0.0,1.9,1.9,2.5,40.0,10.0,3.0,1463.0,1714.0,29437.0,7269.0,23.0,56.0,1045.0,1149.0,395.0,509.0,37.0,155.0,15.0,3.0,150.0,1608.0,106.0,3.0,344.0,83.0,63.0,1231.0,232.0,251.0,20.0,83.0,1.0,79.0,51.0,41.0,33.0,5.0,29.0,98.0,707.0,194.0,289.0,328.0,90.0,64.0,8.0,56.0,38.0,26.0,69.0,480.0,1216.0,487.0,23.0,1943.0,40.0,52.0,43.0,4.0,1482.0,7763.0,3976.0,1478.0,1393.0,28.0,40.0,42.0,326.0,8.0,16.0
152,Ryan Fredericks,DF,West Ham,26.0,2237.0,0.0,3.0,0.2,0.2,2.4,3.0,0.0,0.0,795.0,1096.0,12813.0,5421.0,23.0,68.0,658.0,807.0,114.0,221.0,25.0,43.0,25.0,15.0,107.0,884.0,212.0,0.0,170.0,6.0,58.0,571.0,175.0,350.0,13.0,47.0,5.0,86.0,48.0,63.0,15.0,8.0,33.0,65.0,325.0,97.0,196.0,85.0,44.0,42.0,9.0,33.0,26.0,91.0,91.0,440.0,605.0,418.0,32.0,1174.0,13.0,29.0,13.0,0.0,727.0,4334.0,2684.0,800.0,721.0,20.0,16.0,25.0,200.0,28.0,39.0
153,Kieron Freeman,FW,Sheffield Utd,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,28.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0
154,Luke Freeman,MF,Sheffield Utd,27.0,366.0,0.0,0.0,0.1,0.1,0.3,3.0,0.0,0.0,110.0,150.0,1584.0,483.0,4.0,14.0,94.0,114.0,12.0,22.0,3.0,7.0,4.0,3.0,15.0,143.0,7.0,0.0,37.0,2.0,15.0,92.0,31.0,27.0,2.0,5.0,0.0,5.0,4.0,1.0,2.0,2.0,2.0,9.0,96.0,24.0,31.0,42.0,23.0,9.0,0.0,9.0,9.0,6.0,7.0,29.0,77.0,117.0,9.0,197.0,7.0,8.0,7.0,0.0,146.0,1043.0,585.0,157.0,124.0,4.0,13.0,6.0,36.0,5.0,4.0
155,Christian Fuchs,DF,Leicester City,33.0,772.0,0.0,0.0,0.2,0.2,0.1,5.0,1.0,2.0,510.0,630.0,9900.0,3725.0,6.0,17.0,397.0,435.0,107.0,178.0,2.0,41.0,6.0,2.0,57.0,544.0,86.0,1.0,87.0,17.0,16.0,389.0,122.0,119.0,11.0,7.0,3.0,15.0,9.0,8.0,7.0,0.0,8.0,23.0,144.0,45.0,88.0,51.0,5.0,29.0,3.0,26.0,16.0,39.0,29.0,275.0,377.0,111.0,2.0,647.0,4.0,7.0,4.0,1.0,438.0,1859.0,851.0,482.0,465.0,5.0,1.0,3.0,79.0,22.0,17.0
156,Eric García,DF,Manchester City,18.0,793.0,0.0,0.0,0.6,0.6,0.2,2.0,1.0,0.0,672.0,705.0,13842.0,3724.0,6.0,11.0,468.0,487.0,198.0,207.0,2.0,42.0,1.0,1.0,41.0,698.0,7.0,0.0,51.0,17.0,1.0,641.0,29.0,35.0,2.0,3.0,0.0,11.0,4.0,7.0,3.0,1.0,6.0,11.0,74.0,20.0,44.0,25.0,5.0,8.0,0.0,8.0,18.0,47.0,61.0,325.0,489.0,18.0,3.0,778.0,7.0,7.0,7.0,0.0,611.0,2664.0,1456.0,645.0,637.0,1.0,1.0,9.0,65.0,10.0,12.0
157,James Garner,MF,Manchester Utd,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,253.0,44.0,0.0,0.0,12.0,12.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,15.0,0.0,0.0,6.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,11.0,21.0,5.0,14.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0
158,Dwight Gayle,FW,Newcastle Utd,28.0,850.0,4.0,2.0,4.5,4.5,0.8,23.0,10.0,1.0,110.0,150.0,1683.0,222.0,8.0,12.0,86.0,111.0,16.0,27.0,5.0,6.0,1.0,1.0,9.0,135.0,15.0,1.0,47.0,4.0,3.0,83.0,34.0,33.0,2.0,12.0,2.0,13.0,10.0,5.0,7.0,1.0,2.0,5.0,118.0,33.0,19.0,54.0,45.0,10.0,5.0,5.0,2.0,8.0,8.0,27.0,123.0,104.0,37.0,227.0,4.0,5.0,4.0,0.0,115.0,645.0,287.0,303.0,161.0,18.0,11.0,6.0,25.0,23.0,46.0
159,Paulo Gazzaniga,GK,Tottenham,27.0,1613.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,319.0,516.0,9683.0,6264.0,0.0,0.0,185.0,186.0,134.0,330.0,1.0,6.0,0.0,0.0,0.0,350.0,166.0,1.0,63.0,10.0,0.0,223.0,15.0,278.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.0,553.0,0.0,0.0,0.0,391.0,0.0,0.0,0.0,0.0,239.0,909.0,496.0,231.0,229.0,1.0,0.0,1.0,80.0,0.0,0.0
160,Jean-Philippe Gbamin,MF,Everton,23.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,67.0,779.0,185.0,1.0,4.0,42.0,47.0,7.0,16.0,0.0,5.0,0.0,0.0,3.0,64.0,3.0,0.0,9.0,3.0,0.0,46.0,7.0,14.0,0.0,0.0,0.0,5.0,4.0,2.0,1.0,2.0,1.0,4.0,29.0,13.0,13.0,11.0,5.0,2.0,0.0,2.0,1.0,6.0,8.0,20.0,57.0,14.0,0.0,83.0,1.0,1.0,1.0,0.0,57.0,337.0,142.0,56.0,54.0,0.0,5.0,2.0,15.0,2.0,2.0
161,David de Gea,GK,Manchester Utd,28.0,3420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,726.0,934.0,18877.0,11037.0,0.0,4.0,453.0,456.0,273.0,474.0,0.0,6.0,0.0,0.0,0.0,590.0,344.0,0.0,108.0,23.0,0.0,545.0,80.0,309.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,927.0,997.0,0.0,0.0,0.0,658.0,0.0,0.0,0.0,0.0,420.0,1853.0,878.0,373.0,372.0,0.0,0.0,0.0,145.0,0.0,0.0
162,Anwar El Ghazi,"FW,MF",Aston Villa,24.0,2051.0,4.0,4.0,5.8,5.1,2.8,50.0,19.0,5.0,402.0,615.0,6816.0,1948.0,15.0,56.0,313.0,407.0,74.0,152.0,32.0,16.0,22.0,15.0,69.0,574.0,41.0,0.0,154.0,30.0,106.0,331.0,134.0,150.0,9.0,57.0,6.0,17.0,10.0,10.0,5.0,2.0,5.0,24.0,350.0,74.0,70.0,163.0,117.0,18.0,1.0,17.0,12.0,12.0,29.0,121.0,311.0,487.0,73.0,798.0,35.0,56.0,37.0,3.0,591.0,4370.0,2609.0,912.0,606.0,37.0,41.0,20.0,122.0,31.0,52.0
163,Morgan Gibbs-White,"MF,FW",Wolves,19.0,129.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,0.0,66.0,82.0,1160.0,293.0,0.0,1.0,55.0,63.0,11.0,18.0,3.0,5.0,3.0,0.0,8.0,80.0,2.0,1.0,17.0,0.0,3.0,49.0,17.0,16.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.0,10.0,5.0,15.0,7.0,2.0,0.0,2.0,1.0,0.0,1.0,15.0,49.0,43.0,5.0,97.0,1.0,5.0,1.0,0.0,77.0,462.0,265.0,99.0,80.0,7.0,1.0,2.0,13.0,3.0,3.0
164,Billy Gilmour,MF,Chelsea,18.0,194.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,151.0,169.0,2892.0,604.0,5.0,5.0,113.0,128.0,33.0,36.0,4.0,6.0,0.0,0.0,8.0,168.0,1.0,0.0,37.0,7.0,1.0,119.0,30.0,20.0,2.0,6.0,1.0,6.0,4.0,4.0,2.0,0.0,3.0,6.0,36.0,14.0,15.0,20.0,1.0,6.0,0.0,6.0,3.0,1.0,5.0,54.0,125.0,34.0,2.0,195.0,3.0,6.0,3.0,0.0,145.0,711.0,310.0,157.0,150.0,2.0,6.0,3.0,31.0,3.0,5.0
165,Olivier Giroud,FW,Chelsea,32.0,993.0,8.0,0.0,6.7,6.7,1.3,39.0,19.0,1.0,207.0,306.0,2513.0,295.0,13.0,29.0,185.0,257.0,9.0,20.0,7.0,8.0,4.0,0.0,6.0,281.0,25.0,2.0,93.0,1.0,2.0,135.0,115.0,56.0,8.0,20.0,4.0,4.0,3.0,1.0,3.0,0.0,0.0,10.0,207.0,59.0,10.0,100.0,97.0,20.0,6.0,14.0,2.0,13.0,16.0,28.0,229.0,165.0,65.0,389.0,2.0,3.0,2.0,0.0,170.0,395.0,207.0,541.0,301.0,18.0,6.0,17.0,47.0,44.0,41.0
166,Ben Godfrey,DF,Norwich City,21.0,2644.0,0.0,0.0,0.8,0.8,0.1,15.0,5.0,0.0,1413.0,1606.0,30189.0,8596.0,10.0,28.0,980.0,1050.0,423.0,528.0,3.0,76.0,2.0,0.0,62.0,1559.0,47.0,1.0,256.0,76.0,3.0,1244.0,162.0,200.0,18.0,11.0,1.0,34.0,22.0,26.0,7.0,1.0,12.0,24.0,234.0,77.0,162.0,65.0,7.0,47.0,32.0,15.0,26.0,173.0,390.0,1246.0,725.0,68.0,11.0,1861.0,7.0,14.0,7.0,0.0,1247.0,7680.0,3897.0,1324.0,1305.0,4.0,7.0,14.0,275.0,72.0,37.0
167,André Gomes,MF,Everton,26.0,1458.0,0.0,1.0,0.2,0.2,0.8,5.0,0.0,0.0,719.0,859.0,16374.0,4188.0,7.0,20.0,476.0,525.0,236.0,314.0,12.0,92.0,11.0,3.0,79.0,833.0,26.0,1.0,121.0,65.0,12.0,561.0,135.0,163.0,11.0,29.0,2.0,32.0,24.0,13.0,14.0,5.0,7.0,63.0,367.0,93.0,126.0,195.0,46.0,28.0,3.0,25.0,7.0,10.0,33.0,234.0,662.0,157.0,10.0,965.0,26.0,35.0,26.0,2.0,759.0,3840.0,1714.0,763.0,710.0,15.0,26.0,38.0,171.0,13.0,15.0
168,Angel Gomes,MF,Manchester Utd,18.0,21.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,11.0,13.0,235.0,83.0,1.0,1.0,7.0,9.0,3.0,3.0,2.0,1.0,2.0,0.0,3.0,13.0,0.0,1.0,0.0,1.0,0.0,10.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,6.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,1.0,15.0,0.0,0.0,0.0,0.0,13.0,78.0,50.0,18.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0
169,Joe Gomez,DF,Liverpool,22.0,2004.0,0.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,1743.0,1960.0,39368.0,10458.0,14.0,24.0,1125.0,1214.0,604.0,722.0,5.0,130.0,11.0,2.0,95.0,1910.0,50.0,1.0,211.0,63.0,9.0,1469.0,187.0,304.0,5.0,16.0,4.0,26.0,15.0,17.0,9.0,0.0,10.0,22.0,151.0,60.0,92.0,55.0,4.0,25.0,8.0,17.0,41.0,90.0,175.0,860.0,1344.0,67.0,4.0,2097.0,11.0,16.0,12.0,0.0,1564.0,8111.0,4142.0,1578.0,1566.0,10.0,2.0,21.0,351.0,72.0,44.0
170,Anthony Gordon,"MF,FW",Everton,18.0,440.0,0.0,1.0,0.3,0.3,0.4,6.0,1.0,0.0,96.0,124.0,1724.0,454.0,0.0,3.0,80.0,96.0,16.0,25.0,6.0,6.0,1.0,0.0,8.0,114.0,10.0,1.0,16.0,2.0,8.0,99.0,12.0,13.0,1.0,9.0,1.0,8.0,6.0,4.0,4.0,0.0,1.0,14.0,120.0,25.0,39.0,61.0,20.0,12.0,2.0,10.0,8.0,3.0,4.0,35.0,107.0,75.0,8.0,189.0,9.0,20.0,11.0,0.0,142.0,1020.0,605.0,165.0,133.0,7.0,12.0,9.0,23.0,0.0,7.0
171,Dan Gosling,MF,Bournemouth,29.0,1264.0,3.0,1.0,2.1,2.1,1.0,12.0,6.0,0.0,405.0,510.0,6653.0,1624.0,14.0,37.0,330.0,385.0,61.0,88.0,10.0,33.0,7.0,2.0,42.0,500.0,10.0,0.0,124.0,6.0,3.0,325.0,111.0,74.0,10.0,18.0,1.0,28.0,20.0,16.0,8.0,4.0,7.0,30.0,357.0,93.0,133.0,149.0,75.0,38.0,11.0,27.0,20.0,27.0,40.0,192.0,359.0,196.0,34.0,708.0,6.0,14.0,6.0,0.0,413.0,1790.0,744.0,549.0,449.0,26.0,31.0,21.0,130.0,22.0,30.0
172,Andre Gray,FW,Watford,28.0,755.0,2.0,0.0,2.9,2.9,1.6,19.0,6.0,0.0,102.0,155.0,1520.0,341.0,6.0,19.0,83.0,115.0,13.0,21.0,8.0,8.0,6.0,1.0,10.0,147.0,8.0,2.0,55.0,2.0,5.0,96.0,41.0,18.0,6.0,14.0,1.0,5.0,5.0,0.0,1.0,4.0,1.0,1.0,161.0,43.0,13.0,61.0,87.0,3.0,1.0,2.0,1.0,2.0,4.0,10.0,84.0,156.0,44.0,231.0,6.0,13.0,7.0,1.0,160.0,736.0,310.0,391.0,181.0,29.0,19.0,10.0,38.0,14.0,33.0
