,Player,Pos,Squad,Age,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,FK,PassCmp,PassAttm,TotalPassDist,PrgPassDist,ShortCmp,ShortAttm,MedCmp,MedAttm,LongCmp,LongAttm,KeyPasses,FinalThirdPass,PenPass,CrsPA,PrgPassNum,Live,Dead,ThroughBalls,PassUnderPressure,SwitchingPass,Cross,GroundPass,LowPass,HighPass,InterceptedPass,SCA,GCA,Tkl,TklW,TklDef,TklMid,TklAtt,DribTkl,DrbTklAttm,NumPressed,SuccPress,PressDef,PressMid,PressAtt,TotalBlocks,ShotsBlocked,PassesBlocked,PassesIntercepted,Clearances,TouchesDefPen,TouchesDef,TouchesMid,TouchesAtt,TouchesAttPen,LiveTouches,SuccDrib,AttmDrib,PlayersDrib,Nutmegs,Carries,DistCarried,PrgDistCarried,TargetOfPass,PassesRecvd,Miscontrols,Disposessed,Fouls,Recoveries,AerialsWon,AerialsLost
409,Carlos Sánchez,"MF,DF",West Ham,33.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,55.0,821.0,218.0,1.0,1.0,36.0,41.0,8.0,13.0,0.0,2.0,0.0,0.0,2.0,55.0,0.0,0.0,15.0,1.0,0.0,28.0,13.0,14.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,26.0,6.0,6.0,18.0,2.0,2.0,0.0,2.0,2.0,5.0,3.0,11.0,49.0,8.0,0.0,66.0,1.0,1.0,1.0,0.0,30.0,100.0,29.0,37.0,33.0,0.0,1.0,2.0,22.0,3.0,1.0
410,Davinson Sánchez,DF,Tottenham,23.0,2431.0,0.0,0.0,0.6,0.6,0.0,8.0,3.0,0.0,1298.0,1496.0,28022.0,8017.0,6.0,24.0,890.0,960.0,402.0,512.0,1.0,48.0,0.0,0.0,60.0,1457.0,39.0,0.0,218.0,42.0,2.0,1142.0,160.0,194.0,13.0,6.0,0.0,49.0,36.0,37.0,12.0,0.0,17.0,52.0,278.0,105.0,189.0,83.0,6.0,56.0,29.0,27.0,34.0,160.0,284.0,984.0,848.0,50.0,17.0,1754.0,8.0,11.0,8.0,0.0,1178.0,5694.0,2571.0,1210.0,1199.0,6.0,5.0,27.0,260.0,52.0,34.0
411,Leroy Sané,FW,Manchester City,23.0,12.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,1.0,6.0,7.0,91.0,13.0,0.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,7.0,54.0,23.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
412,Ismaila Sarr,"FW,MF",Watford,21.0,2028.0,5.0,4.0,5.8,5.8,3.3,44.0,13.0,0.0,438.0,602.0,6741.0,1814.0,13.0,36.0,371.0,461.0,54.0,105.0,26.0,14.0,32.0,15.0,53.0,592.0,10.0,3.0,143.0,12.0,97.0,401.0,113.0,88.0,15.0,68.0,8.0,25.0,19.0,13.0,5.0,7.0,5.0,22.0,423.0,102.0,108.0,182.0,133.0,20.0,3.0,17.0,15.0,6.0,14.0,115.0,359.0,560.0,114.0,922.0,52.0,101.0,55.0,1.0,777.0,6442.0,4110.0,1051.0,692.0,65.0,59.0,22.0,143.0,18.0,49.0
413,Fabian Schär,"DF,MF",Newcastle Utd,27.0,1672.0,2.0,0.0,1.1,1.1,0.1,19.0,6.0,1.0,576.0,767.0,14600.0,6231.0,6.0,15.0,346.0,393.0,224.0,359.0,4.0,72.0,4.0,1.0,64.0,697.0,70.0,0.0,125.0,72.0,12.0,400.0,107.0,260.0,8.0,16.0,3.0,49.0,27.0,35.0,12.0,2.0,22.0,48.0,225.0,60.0,149.0,68.0,8.0,44.0,21.0,23.0,51.0,104.0,129.0,572.0,426.0,86.0,15.0,953.0,16.0,19.0,16.0,1.0,569.0,3708.0,2391.0,564.0,540.0,6.0,12.0,29.0,173.0,35.0,27.0
414,Ezequiel Schelotto,DF,Brighton,30.0,361.0,0.0,0.0,0.4,0.4,0.0,5.0,1.0,0.0,121.0,169.0,2075.0,711.0,1.0,8.0,105.0,129.0,15.0,32.0,0.0,4.0,3.0,1.0,21.0,129.0,40.0,0.0,31.0,3.0,16.0,71.0,57.0,41.0,3.0,3.0,1.0,6.0,5.0,4.0,1.0,1.0,0.0,5.0,47.0,14.0,26.0,14.0,7.0,7.0,0.0,7.0,7.0,17.0,13.0,79.0,82.0,90.0,10.0,192.0,6.0,9.0,6.0,1.0,127.0,1042.0,584.0,153.0,123.0,11.0,5.0,6.0,31.0,8.0,2.0
415,Jeffrey Schlupp,"MF,DF",Crystal Palace,26.0,1036.0,3.0,1.0,1.8,1.8,1.1,18.0,9.0,0.0,256.0,342.0,4267.0,1284.0,6.0,13.0,218.0,264.0,32.0,65.0,7.0,30.0,5.0,1.0,34.0,320.0,22.0,1.0,80.0,8.0,9.0,218.0,58.0,66.0,11.0,13.0,2.0,20.0,6.0,12.0,8.0,0.0,3.0,13.0,149.0,36.0,55.0,71.0,23.0,25.0,3.0,22.0,13.0,15.0,16.0,116.0,235.0,176.0,33.0,476.0,13.0,23.0,14.0,1.0,318.0,1874.0,1134.0,402.0,321.0,21.0,31.0,17.0,80.0,19.0,16.0
416,Kasper Schmeichel,GK,Leicester City,32.0,3420.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,1.0,904.0,1178.0,27945.0,15745.0,2.0,4.0,429.0,432.0,473.0,742.0,3.0,4.0,0.0,0.0,3.0,820.0,358.0,1.0,110.0,65.0,0.0,614.0,100.0,464.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1080.0,1228.0,21.0,0.0,0.0,889.0,0.0,1.0,0.0,0.0,614.0,2865.0,1523.0,560.0,557.0,0.0,0.0,0.0,184.0,0.0,0.0
417,Morgan Schneiderlin,MF,Everton,29.0,1001.0,0.0,0.0,0.3,0.3,0.2,6.0,0.0,0.0,494.0,567.0,10391.0,2945.0,5.0,14.0,344.0,378.0,145.0,175.0,4.0,59.0,6.0,1.0,62.0,550.0,17.0,0.0,97.0,30.0,8.0,338.0,117.0,112.0,6.0,17.0,1.0,32.0,19.0,14.0,16.0,2.0,9.0,34.0,230.0,58.0,89.0,122.0,19.0,22.0,3.0,19.0,21.0,24.0,26.0,161.0,449.0,102.0,7.0,665.0,3.0,3.0,3.0,0.0,394.0,1752.0,751.0,459.0,428.0,4.0,7.0,18.0,127.0,18.0,11.0
418,Ryan Sessegnon,DF,Tottenham,19.0,342.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,0.0,145.0,195.0,2401.0,925.0,1.0,8.0,122.0,143.0,22.0,44.0,2.0,13.0,2.0,1.0,20.0,168.0,27.0,0.0,39.0,5.0,13.0,119.0,42.0,34.0,4.0,4.0,1.0,5.0,0.0,2.0,3.0,0.0,2.0,5.0,51.0,11.0,21.0,19.0,11.0,4.0,0.0,4.0,1.0,15.0,8.0,53.0,107.0,89.0,9.0,211.0,2.0,3.0,2.0,0.0,151.0,704.0,448.0,168.0,150.0,8.0,3.0,4.0,28.0,6.0,5.0
419,Xherdan Shaqiri,FW,Liverpool,27.0,185.0,1.0,0.0,0.5,0.5,0.2,4.0,1.0,0.0,90.0,109.0,1637.0,526.0,1.0,2.0,71.0,80.0,18.0,27.0,3.0,11.0,3.0,2.0,18.0,96.0,13.0,0.0,21.0,3.0,6.0,62.0,26.0,21.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0,12.0,11.0,13.0,15.0,1.0,0.0,1.0,0.0,0.0,1.0,18.0,65.0,50.0,3.0,116.0,2.0,4.0,2.0,0.0,90.0,363.0,132.0,119.0,96.0,3.0,5.0,1.0,17.0,3.0,4.0
420,Billy Sharp,FW,Sheffield Utd,33.0,1051.0,3.0,2.0,2.8,2.8,2.6,14.0,5.0,0.0,162.0,222.0,2388.0,484.0,5.0,20.0,146.0,183.0,11.0,19.0,15.0,6.0,8.0,2.0,17.0,216.0,6.0,1.0,69.0,2.0,12.0,134.0,57.0,31.0,7.0,26.0,3.0,9.0,5.0,3.0,2.0,4.0,1.0,4.0,217.0,55.0,16.0,91.0,110.0,4.0,0.0,4.0,1.0,1.0,1.0,29.0,122.0,210.0,70.0,328.0,13.0,20.0,13.0,1.0,255.0,1572.0,721.0,523.0,254.0,24.0,30.0,20.0,55.0,13.0,44.0
421,Luke Shaw,DF,Manchester Utd,24.0,1733.0,0.0,0.0,0.5,0.5,1.3,10.0,5.0,0.0,1121.0,1296.0,16834.0,6221.0,18.0,44.0,1010.0,1104.0,93.0,148.0,20.0,60.0,25.0,6.0,136.0,1137.0,159.0,1.0,242.0,14.0,37.0,910.0,203.0,183.0,19.0,42.0,1.0,34.0,24.0,18.0,10.0,6.0,15.0,35.0,274.0,78.0,120.0,118.0,36.0,53.0,7.0,46.0,22.0,58.0,77.0,419.0,719.0,469.0,34.0,1329.0,24.0,33.0,25.0,1.0,961.0,5488.0,3280.0,1016.0,956.0,11.0,5.0,23.0,205.0,32.0,23.0
422,Jonjo Shelvey,MF,Newcastle Utd,27.0,2119.0,6.0,2.0,2.4,2.4,3.7,45.0,14.0,8.0,791.0,1091.0,19393.0,6386.0,7.0,27.0,479.0,556.0,305.0,508.0,42.0,128.0,20.0,4.0,149.0,964.0,127.0,6.0,230.0,108.0,87.0,574.0,158.0,359.0,19.0,60.0,6.0,30.0,16.0,15.0,14.0,1.0,8.0,41.0,392.0,88.0,173.0,189.0,30.0,26.0,5.0,21.0,22.0,54.0,58.0,371.0,700.0,290.0,22.0,1162.0,20.0,26.0,21.0,0.0,779.0,3990.0,1895.0,874.0,792.0,13.0,13.0,17.0,237.0,18.0,11.0
423,Djibril Sidibé,DF,Everton,27.0,1824.0,0.0,4.0,0.4,0.4,2.1,12.0,3.0,0.0,909.0,1165.0,18044.0,6702.0,10.0,40.0,706.0,836.0,193.0,289.0,19.0,56.0,20.0,11.0,171.0,965.0,200.0,0.0,184.0,35.0,70.0,667.0,269.0,229.0,26.0,35.0,4.0,84.0,40.0,48.0,21.0,15.0,34.0,72.0,392.0,114.0,200.0,130.0,62.0,37.0,3.0,34.0,41.0,50.0,59.0,417.0,697.0,407.0,19.0,1226.0,14.0,26.0,16.0,4.0,825.0,4617.0,2578.0,884.0,791.0,24.0,21.0,24.0,214.0,29.0,33.0
424,Gylfi Sigurðsson,MF,Everton,29.0,2560.0,2.0,3.0,4.2,3.4,3.8,45.0,12.0,5.0,868.0,1110.0,16899.0,5024.0,15.0,39.0,639.0,738.0,214.0,333.0,46.0,95.0,27.0,5.0,140.0,975.0,135.0,3.0,160.0,50.0,131.0,710.0,186.0,214.0,14.0,80.0,8.0,60.0,45.0,15.0,31.0,14.0,24.0,88.0,652.0,165.0,158.0,348.0,146.0,49.0,5.0,44.0,36.0,16.0,37.0,226.0,721.0,509.0,55.0,1273.0,23.0,38.0,26.0,2.0,858.0,3675.0,1447.0,1006.0,846.0,33.0,34.0,34.0,241.0,18.0,28.0
425,Bernardo Silva,"FW,MF",Manchester City,24.0,2030.0,6.0,7.0,6.7,6.7,5.2,49.0,15.0,0.0,1262.0,1450.0,21082.0,4107.0,22.0,54.0,1058.0,1171.0,182.0,225.0,51.0,67.0,41.0,9.0,112.0,1394.0,56.0,3.0,251.0,24.0,71.0,1102.0,210.0,138.0,15.0,94.0,12.0,39.0,26.0,15.0,14.0,10.0,15.0,49.0,408.0,124.0,63.0,179.0,166.0,36.0,1.0,35.0,26.0,11.0,21.0,194.0,753.0,864.0,161.0,1633.0,43.0,64.0,45.0,0.0,1285.0,8101.0,4725.0,1515.0,1325.0,15.0,22.0,23.0,183.0,11.0,28.0
426,David Silva,MF,Manchester City,33.0,1826.0,6.0,10.0,6.4,6.4,5.2,46.0,17.0,5.0,1319.0,1513.0,20974.0,4209.0,30.0,74.0,1113.0,1228.0,176.0,211.0,46.0,89.0,65.0,1.0,145.0,1455.0,58.0,11.0,269.0,12.0,35.0,1231.0,183.0,99.0,34.0,108.0,17.0,26.0,16.0,3.0,14.0,9.0,10.0,26.0,302.0,96.0,32.0,150.0,120.0,21.0,4.0,17.0,12.0,7.0,19.0,140.0,823.0,856.0,181.0,1645.0,34.0,50.0,35.0,0.0,1261.0,6625.0,3601.0,1613.0,1404.0,29.0,19.0,20.0,164.0,8.0,15.0
427,Jack Simpson,DF,Bournemouth,22.0,241.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,100.0,1208.0,446.0,1.0,6.0,56.0,69.0,13.0,25.0,0.0,5.0,0.0,0.0,5.0,86.0,14.0,0.0,17.0,3.0,0.0,53.0,27.0,20.0,3.0,0.0,0.0,5.0,2.0,5.0,0.0,0.0,2.0,6.0,32.0,4.0,17.0,13.0,2.0,2.0,0.0,2.0,2.0,13.0,19.0,65.0,61.0,5.0,1.0,115.0,2.0,3.0,2.0,0.0,76.0,342.0,98.0,69.0,64.0,2.0,0.0,1.0,22.0,4.0,2.0
428,Moussa Sissoko,MF,Tottenham,29.0,2452.0,2.0,1.0,2.4,2.4,1.0,14.0,4.0,0.0,1106.0,1279.0,19228.0,3955.0,31.0,52.0,881.0,987.0,194.0,240.0,16.0,73.0,13.0,3.0,95.0,1212.0,67.0,2.0,196.0,23.0,23.0,960.0,186.0,133.0,24.0,27.0,2.0,56.0,35.0,36.0,19.0,1.0,20.0,50.0,437.0,126.0,219.0,167.0,51.0,38.0,5.0,33.0,31.0,48.0,77.0,388.0,864.0,394.0,32.0,1476.0,41.0,67.0,46.0,4.0,1035.0,6809.0,3739.0,1123.0,997.0,21.0,31.0,44.0,285.0,31.0,27.0
429,Oliver Skipp,"MF,DF",Tottenham,18.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,626.0,152.0,0.0,0.0,25.0,29.0,8.0,9.0,0.0,4.0,0.0,0.0,3.0,38.0,0.0,0.0,5.0,1.0,0.0,31.0,2.0,5.0,2.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,31.0,6.0,14.0,14.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,16.0,30.0,2.0,0.0,46.0,2.0,2.0,2.0,0.0,30.0,132.0,68.0,27.0,26.0,1.0,1.0,1.0,14.0,0.0,2.0
430,William Smallbone,MF,Southampton,19.0,393.0,0.0,2.0,0.3,0.3,0.3,5.0,0.0,0.0,175.0,210.0,3121.0,666.0,3.0,7.0,138.0,161.0,34.0,42.0,3.0,12.0,3.0,1.0,15.0,203.0,7.0,1.0,38.0,6.0,5.0,142.0,34.0,34.0,3.0,4.0,2.0,12.0,8.0,3.0,8.0,1.0,4.0,12.0,72.0,27.0,13.0,30.0,29.0,10.0,1.0,9.0,2.0,3.0,4.0,45.0,135.0,81.0,6.0,244.0,2.0,4.0,2.0,0.0,159.0,648.0,283.0,193.0,175.0,2.0,3.0,2.0,42.0,3.0,21.0
431,Adam Smith,DF,Bournemouth,28.0,2055.0,0.0,1.0,0.6,0.6,0.9,4.0,1.0,0.0,845.0,1061.0,13706.0,5077.0,14.0,49.0,722.0,808.0,109.0,204.0,10.0,61.0,11.0,2.0,104.0,856.0,205.0,1.0,178.0,13.0,28.0,597.0,201.0,263.0,13.0,19.0,1.0,52.0,30.0,32.0,15.0,5.0,24.0,54.0,406.0,111.0,182.0,155.0,69.0,56.0,6.0,50.0,25.0,53.0,70.0,414.0,657.0,368.0,25.0,1128.0,26.0,52.0,30.0,4.0,786.0,5939.0,3478.0,798.0,738.0,23.0,21.0,25.0,194.0,36.0,30.0
432,Emile Smith-Rowe,MF,Arsenal,19.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,36.0,391.0,65.0,1.0,3.0,26.0,28.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,8.0,1.0,1.0,27.0,6.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,22.0,7.0,6.0,10.0,6.0,1.0,0.0,1.0,1.0,3.0,3.0,12.0,30.0,16.0,0.0,50.0,1.0,1.0,1.0,0.0,36.0,281.0,180.0,47.0,39.0,5.0,2.0,0.0,4.0,0.0,0.0
433,Robert Snodgrass,"MF,FW",West Ham,31.0,1509.0,5.0,5.0,2.7,2.7,2.7,21.0,10.0,0.0,435.0,635.0,7990.0,2676.0,11.0,35.0,331.0,403.0,93.0,197.0,33.0,31.0,14.0,2.0,82.0,529.0,106.0,2.0,113.0,37.0,135.0,326.0,103.0,206.0,15.0,51.0,7.0,27.0,10.0,17.0,9.0,1.0,10.0,40.0,367.0,90.0,118.0,185.0,64.0,21.0,2.0,19.0,5.0,16.0,16.0,140.0,310.0,397.0,60.0,707.0,15.0,27.0,16.0,1.0,511.0,3373.0,1687.0,664.0,501.0,12.0,35.0,20.0,129.0,16.0,24.0
434,Cédric Soares,DF,Southampton,27.0,1306.0,0.0,1.0,0.6,0.6,1.2,10.0,4.0,0.0,522.0,724.0,9101.0,4205.0,9.0,22.0,425.0,506.0,88.0,196.0,14.0,35.0,19.0,12.0,94.0,527.0,197.0,0.0,117.0,19.0,52.0,271.0,208.0,245.0,11.0,23.0,2.0,46.0,24.0,22.0,21.0,3.0,18.0,38.0,298.0,92.0,144.0,114.0,40.0,37.0,4.0,33.0,18.0,59.0,55.0,268.0,426.0,260.0,17.0,715.0,3.0,7.0,3.0,0.0,397.0,2317.0,1148.0,463.0,416.0,13.0,9.0,10.0,124.0,20.0,22.0
435,Cédric Soares,DF,Arsenal,27.0,249.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,94.0,133.0,1744.0,520.0,3.0,7.0,77.0,90.0,14.0,36.0,1.0,5.0,2.0,1.0,17.0,112.0,21.0,0.0,16.0,6.0,18.0,66.0,29.0,38.0,1.0,3.0,1.0,6.0,5.0,2.0,4.0,0.0,2.0,5.0,55.0,15.0,23.0,26.0,6.0,10.0,0.0,10.0,3.0,2.0,5.0,40.0,68.0,59.0,2.0,141.0,2.0,2.0,2.0,0.0,90.0,484.0,254.0,102.0,94.0,3.0,2.0,6.0,23.0,2.0,3.0
436,Dominic Solanke,"FW,MF",Bournemouth,21.0,1651.0,3.0,1.0,3.6,3.6,0.9,35.0,8.0,0.0,317.0,429.0,4428.0,910.0,24.0,45.0,267.0,337.0,26.0,47.0,12.0,28.0,10.0,2.0,28.0,404.0,25.0,0.0,136.0,3.0,6.0,268.0,94.0,67.0,9.0,43.0,5.0,11.0,10.0,2.0,9.0,0.0,3.0,27.0,643.0,151.0,84.0,319.0,240.0,19.0,5.0,14.0,8.0,21.0,20.0,86.0,323.0,334.0,83.0,670.0,30.0,57.0,31.0,0.0,478.0,3375.0,1833.0,818.0,471.0,58.0,55.0,15.0,120.0,51.0,103.0
437,Tomáš Souček,MF,West Ham,24.0,1040.0,3.0,0.0,2.2,2.2,0.4,19.0,7.0,0.0,274.0,392.0,4852.0,1163.0,10.0,22.0,210.0,285.0,54.0,85.0,2.0,25.0,4.0,0.0,23.0,386.0,6.0,0.0,95.0,11.0,2.0,227.0,68.0,97.0,5.0,8.0,1.0,35.0,25.0,15.0,17.0,3.0,5.0,19.0,240.0,77.0,96.0,102.0,42.0,16.0,3.0,13.0,22.0,38.0,50.0,155.0,271.0,118.0,34.0,525.0,1.0,6.0,2.0,1.0,238.0,838.0,318.0,377.0,291.0,8.0,2.0,11.0,117.0,62.0,38.0
438,Çağlar Söyüncü,DF,Leicester City,23.0,3036.0,1.0,1.0,2.2,2.2,0.3,20.0,7.0,0.0,2035.0,2239.0,41675.0,12071.0,11.0,28.0,1469.0,1552.0,555.0,659.0,4.0,114.0,3.0,0.0,87.0,2187.0,52.0,0.0,261.0,53.0,4.0,1801.0,194.0,244.0,11.0,13.0,0.0,73.0,47.0,49.0,23.0,1.0,29.0,55.0,298.0,119.0,188.0,102.0,8.0,49.0,19.0,30.0,43.0,222.0,296.0,1371.0,1330.0,83.0,33.0,2580.0,18.0,22.0,19.0,0.0,1753.0,10456.0,4677.0,1852.0,1829.0,8.0,8.0,29.0,363.0,122.0,56.0
439,Dennis Srbeny,"MF,FW",Norwich City,25.0,47.0,1.0,0.0,0.6,0.6,0.0,2.0,1.0,0.0,17.0,23.0,195.0,36.0,1.0,2.0,16.0,20.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,23.0,0.0,0.0,4.0,0.0,0.0,16.0,6.0,1.0,0.0,0.0,0.0,5.0,4.0,3.0,2.0,0.0,1.0,3.0,20.0,9.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,19.0,15.0,3.0,38.0,1.0,4.0,1.0,1.0,26.0,94.0,44.0,44.0,27.0,2.0,3.0,1.0,5.0,1.0,5.0
440,Jack Stacey,DF,Bournemouth,23.0,1549.0,0.0,2.0,0.3,0.3,2.2,5.0,2.0,0.0,560.0,780.0,9312.0,3999.0,13.0,52.0,478.0,578.0,69.0,150.0,10.0,42.0,6.0,2.0,80.0,625.0,155.0,0.0,156.0,8.0,34.0,373.0,190.0,217.0,19.0,16.0,2.0,21.0,13.0,13.0,5.0,3.0,5.0,21.0,241.0,62.0,116.0,80.0,45.0,41.0,9.0,32.0,21.0,53.0,89.0,360.0,432.0,236.0,26.0,809.0,16.0,26.0,19.0,0.0,512.0,3391.0,1934.0,550.0,478.0,16.0,13.0,10.0,185.0,22.0,18.0
441,Junior Stanislas,"MF,DF",Bournemouth,29.0,712.0,3.0,0.0,1.6,0.8,0.8,16.0,6.0,3.0,222.0,310.0,3619.0,1365.0,8.0,17.0,177.0,221.0,37.0,72.0,11.0,14.0,12.0,1.0,41.0,275.0,35.0,1.0,62.0,11.0,37.0,190.0,61.0,59.0,4.0,24.0,4.0,10.0,6.0,2.0,2.0,6.0,4.0,9.0,107.0,34.0,32.0,41.0,34.0,9.0,0.0,9.0,5.0,2.0,10.0,68.0,148.0,196.0,18.0,348.0,13.0,21.0,14.0,2.0,271.0,1781.0,978.0,309.0,255.0,10.0,9.0,5.0,60.0,9.0,6.0
442,Jed Steer,GK,Aston Villa,26.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,26.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
443,Dale Stephens,MF,Brighton,30.0,2530.0,0.0,1.0,0.5,0.5,1.1,18.0,2.0,0.0,1421.0,1641.0,29947.0,7020.0,18.0,36.0,1006.0,1111.0,397.0,494.0,18.0,143.0,19.0,2.0,140.0,1624.0,17.0,4.0,297.0,58.0,4.0,1100.0,284.0,257.0,26.0,40.0,3.0,76.0,40.0,32.0,35.0,9.0,21.0,71.0,465.0,150.0,206.0,224.0,35.0,43.0,13.0,30.0,58.0,46.0,93.0,575.0,1140.0,291.0,9.0,1884.0,10.0,11.0,10.0,0.0,1281.0,6014.0,2256.0,1388.0,1319.0,11.0,16.0,41.0,315.0,20.0,23.0
444,Jack Stephens,DF,Southampton,25.0,2451.0,1.0,3.0,0.8,0.8,1.2,6.0,1.0,0.0,906.0,1199.0,20756.0,7435.0,10.0,27.0,577.0,661.0,319.0,511.0,8.0,84.0,10.0,0.0,90.0,1149.0,50.0,3.0,197.0,35.0,5.0,718.0,121.0,360.0,8.0,15.0,3.0,56.0,35.0,41.0,14.0,1.0,21.0,49.0,223.0,78.0,145.0,70.0,8.0,60.0,26.0,34.0,30.0,183.0,211.0,824.0,785.0,44.0,16.0,1498.0,8.0,12.0,8.0,1.0,811.0,4999.0,2799.0,862.0,840.0,8.0,7.0,13.0,322.0,43.0,56.0
445,Raheem Sterling,FW,Manchester City,24.0,2651.0,20.0,1.0,17.3,15.3,7.1,96.0,36.0,1.0,983.0,1217.0,13848.0,2795.0,21.0,82.0,889.0,1025.0,73.0,110.0,47.0,31.0,55.0,6.0,97.0,1197.0,20.0,4.0,290.0,4.0,50.0,965.0,150.0,102.0,33.0,116.0,11.0,41.0,29.0,8.0,19.0,14.0,10.0,33.0,412.0,132.0,67.0,177.0,168.0,25.0,3.0,22.0,14.0,8.0,12.0,92.0,572.0,1086.0,297.0,1615.0,59.0,128.0,67.0,3.0,1328.0,8796.0,5843.0,1688.0,1343.0,51.0,71.0,30.0,160.0,20.0,35.0
446,Enda Stevens,DF,Sheffield Utd,29.0,3345.0,2.0,4.0,1.2,1.2,4.5,22.0,4.0,0.0,1406.0,1897.0,24265.0,9846.0,17.0,99.0,1148.0,1346.0,241.0,452.0,33.0,105.0,51.0,10.0,248.0,1574.0,323.0,1.0,352.0,28.0,121.0,1023.0,424.0,450.0,38.0,67.0,9.0,76.0,43.0,43.0,25.0,8.0,24.0,74.0,609.0,162.0,277.0,225.0,107.0,76.0,6.0,70.0,36.0,89.0,93.0,522.0,983.0,927.0,82.0,1980.0,61.0,86.0,63.0,6.0,1445.0,8133.0,4616.0,1477.0,1351.0,39.0,56.0,39.0,341.0,35.0,26.0
447,Marco Stiepermann,MF,Norwich City,28.0,1180.0,0.0,0.0,1.6,1.6,0.5,19.0,5.0,0.0,291.0,405.0,4149.0,1193.0,15.0,41.0,243.0,302.0,33.0,62.0,11.0,31.0,8.0,1.0,41.0,385.0,20.0,3.0,120.0,4.0,6.0,284.0,67.0,54.0,10.0,33.0,2.0,18.0,7.0,9.0,7.0,2.0,6.0,22.0,257.0,53.0,47.0,132.0,78.0,15.0,4.0,11.0,5.0,16.0,26.0,90.0,292.0,212.0,41.0,534.0,20.0,34.0,22.0,3.0,392.0,2459.0,1439.0,574.0,404.0,23.0,21.0,22.0,67.0,14.0,59.0
448,John Stones,DF,Manchester City,25.0,1122.0,0.0,0.0,0.6,0.6,0.1,6.0,1.0,0.0,966.0,1016.0,21068.0,5923.0,1.0,6.0,652.0,682.0,313.0,328.0,2.0,80.0,1.0,0.0,54.0,1001.0,15.0,0.0,136.0,36.0,0.0,847.0,72.0,97.0,2.0,11.0,0.0,19.0,12.0,10.0,7.0,2.0,4.0,8.0,90.0,39.0,47.0,38.0,5.0,15.0,3.0,12.0,8.0,38.0,110.0,439.0,705.0,57.0,11.0,1086.0,3.0,4.0,4.0,0.0,766.0,5534.0,3318.0,866.0,852.0,2.0,0.0,5.0,153.0,38.0,20.0
449,Isaac Success,"FW,MF",Watford,23.0,70.0,0.0,0.0,0.1,0.1,0.1,1.0,1.0,0.0,14.0,21.0,155.0,37.0,3.0,4.0,10.0,16.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,21.0,0.0,0.0,12.0,0.0,2.0,12.0,7.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,3.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,11.0,24.0,3.0,33.0,1.0,4.0,2.0,0.0,28.0,168.0,95.0,55.0,27.0,3.0,2.0,2.0,5.0,1.0,7.0
