,Player,Pos,Squad,Age,Min,Gls,Ast,xG,npxG,xA,Sh,SoT,FK,PassCmp,PassAttm,TotalPassDist,PrgPassDist,ShortCmp,ShortAttm,MedCmp,MedAttm,LongCmp,LongAttm,KeyPasses,FinalThirdPass,PenPass,CrsPA,PrgPassNum,Live,Dead,ThroughBalls,PassUnderPressure,SwitchingPass,Cross,GroundPass,LowPass,HighPass,InterceptedPass,SCA,GCA,Tkl,TklW,TklDef,TklMid,TklAtt,DribTkl,DrbTklAttm,NumPressed,SuccPress,PressDef,PressMid,PressAtt,TotalBlocks,ShotsBlocked,PassesBlocked,PassesIntercepted,Clearances,TouchesDefPen,TouchesDef,TouchesMid,TouchesAtt,TouchesAttPen,LiveTouches,SuccDrib,AttmDrib,PlayersDrib,Nutmegs,Carries,DistCarried,PrgDistCarried,TargetOfPass,PassesRecvd,Miscontrols,Disposessed,Fouls,Recoveries,AerialsWon,AerialsLost
294,Roberto López,MF,Real Sociedad,19.0,24.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.0,24.0,33.0,391.0,68.0,0.0,3.0,20.0,23.0,4.0,7.0,1.0,2.0,2.0,0.0,3.0,32.0,1.0,0.0,4.0,0.0,3.0,24.0,4.0,5.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,19.0,21.0,0.0,36.0,2.0,2.0,2.0,0.0,34.0,142.0,29.0,35.0,30.0,0.0,3.0,0.0,5.0,3.0,1.0
295,Unai López,MF,Athletic Club,23.0,1787.0,1.0,4.0,0.8,0.8,3.0,28.0,9.0,5.0,1004.0,1210.0,20814.0,4227.0,25.0,42.0,685.0,738.0,294.0,430.0,36.0,77.0,19.0,5.0,110.0,1074.0,136.0,4.0,149.0,79.0,101.0,769.0,172.0,269.0,8.0,47.0,5.0,38.0,27.0,14.0,23.0,1.0,9.0,42.0,339.0,101.0,95.0,199.0,45.0,19.0,2.0,17.0,17.0,23.0,25.0,222.0,892.0,341.0,14.0,1240.0,19.0,23.0,20.0,0.0,933.0,5010.0,2120.0,997.0,919.0,13.0,25.0,37.0,212.0,24.0,24.0
296,Iker Losada,"MF,FW",Celta Vigo,17.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,9.0,127.0,36.0,0.0,0.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,1.0,12.0,0.0,0.0,0.0,0.0,8.0,40.0,21.0,11.0,8.0,2.0,0.0,0.0,4.0,1.0,0.0
297,Pol Lozano,"MF,FW",Espanyol,19.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,92.0,1671.0,300.0,0.0,2.0,56.0,59.0,26.0,31.0,0.0,12.0,1.0,0.0,3.0,90.0,2.0,0.0,10.0,4.0,1.0,71.0,10.0,11.0,0.0,1.0,0.0,5.0,4.0,3.0,2.0,0.0,2.0,6.0,47.0,18.0,26.0,16.0,5.0,6.0,1.0,5.0,1.0,2.0,2.0,31.0,68.0,11.0,1.0,103.0,1.0,1.0,1.0,0.0,72.0,403.0,131.0,73.0,66.0,1.0,1.0,7.0,25.0,2.0,0.0
298,José Luis Gayà,DF,Valencia,24.0,1988.0,0.0,1.0,0.5,0.5,1.6,9.0,2.0,0.0,815.0,1039.0,15318.0,4594.0,9.0,34.0,642.0,734.0,164.0,271.0,13.0,37.0,27.0,12.0,103.0,833.0,206.0,0.0,168.0,24.0,79.0,624.0,201.0,214.0,11.0,21.0,3.0,43.0,24.0,27.0,13.0,3.0,18.0,40.0,249.0,76.0,148.0,73.0,28.0,33.0,8.0,25.0,17.0,72.0,81.0,423.0,577.0,362.0,44.0,1064.0,31.0,51.0,32.0,0.0,775.0,5990.0,3777.0,834.0,754.0,14.0,17.0,16.0,147.0,19.0,32.0
299,José Luis Morales,"FW,MF",Levante,32.0,2519.0,4.0,2.0,4.7,4.7,4.1,39.0,14.0,0.0,472.0,700.0,7744.0,2243.0,12.0,64.0,384.0,497.0,76.0,139.0,33.0,31.0,32.0,10.0,80.0,669.0,31.0,7.0,143.0,24.0,70.0,448.0,143.0,109.0,21.0,66.0,6.0,15.0,7.0,4.0,8.0,3.0,6.0,32.0,354.0,78.0,50.0,167.0,137.0,25.0,1.0,24.0,8.0,10.0,15.0,123.0,430.0,542.0,140.0,970.0,51.0,104.0,58.0,5.0,782.0,6251.0,3987.0,1124.0,754.0,71.0,53.0,17.0,134.0,16.0,22.0
300,José Luis Rodríguez,FW,Alavés,21.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,5.0,38.0,2.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,2.0,1.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,2.0,1.0,8.0,1.0,1.0,1.0,0.0,10.0,20.0,8.0,9.0,6.0,1.0,0.0,2.0,2.0,0.0,1.0
301,Darwin Machís,"FW,MF",Granada,26.0,2129.0,7.0,5.0,6.0,5.2,3.6,72.0,27.0,2.0,361.0,582.0,6674.0,2348.0,7.0,28.0,275.0,367.0,79.0,187.0,39.0,33.0,23.0,10.0,79.0,504.0,78.0,0.0,140.0,40.0,141.0,308.0,97.0,177.0,14.0,82.0,9.0,28.0,19.0,12.0,9.0,7.0,12.0,33.0,358.0,94.0,96.0,154.0,108.0,36.0,3.0,33.0,26.0,13.0,22.0,126.0,335.0,529.0,82.0,821.0,51.0,87.0,52.0,5.0,637.0,5622.0,3892.0,815.0,560.0,51.0,36.0,43.0,153.0,19.0,39.0
302,Lisandro Magallán,DF,Alavés,25.0,1197.0,1.0,1.0,0.6,0.6,0.6,6.0,1.0,0.0,341.0,426.0,8177.0,3138.0,2.0,6.0,208.0,230.0,131.0,190.0,4.0,26.0,2.0,0.0,36.0,396.0,30.0,2.0,65.0,15.0,0.0,233.0,54.0,139.0,3.0,5.0,2.0,25.0,13.0,15.0,10.0,0.0,6.0,14.0,89.0,24.0,57.0,32.0,0.0,19.0,8.0,11.0,14.0,76.0,78.0,335.0,260.0,12.0,9.0,540.0,2.0,3.0,2.0,0.0,274.0,1669.0,808.0,293.0,278.0,3.0,3.0,19.0,126.0,33.0,21.0
303,Abdallahi Mahmoud,MF,Alavés,19.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,38.0,462.0,94.0,3.0,4.0,27.0,30.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,38.0,0.0,0.0,10.0,0.0,0.0,27.0,10.0,1.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,1.0,6.0,39.0,12.0,16.0,19.0,4.0,1.0,0.0,1.0,6.0,3.0,5.0,17.0,43.0,4.0,0.0,61.0,3.0,4.0,3.0,0.0,37.0,211.0,101.0,36.0,35.0,3.0,2.0,3.0,9.0,4.0,3.0
304,Nemanja Maksimović,MF,Getafe,24.0,2895.0,2.0,0.0,3.1,3.1,0.9,32.0,11.0,0.0,534.0,730.0,8991.0,2048.0,45.0,68.0,377.0,503.0,112.0,159.0,13.0,39.0,11.0,2.0,49.0,664.0,66.0,1.0,157.0,9.0,9.0,377.0,162.0,191.0,8.0,37.0,3.0,53.0,34.0,13.0,32.0,8.0,15.0,55.0,698.0,206.0,134.0,423.0,141.0,47.0,9.0,38.0,53.0,56.0,45.0,184.0,584.0,259.0,51.0,925.0,8.0,14.0,10.0,0.0,390.0,2222.0,1007.0,552.0,396.0,19.0,10.0,22.0,312.0,61.0,77.0
305,Hugo Mallo,DF,Celta Vigo,28.0,1965.0,0.0,1.0,0.2,0.2,1.8,6.0,3.0,0.0,998.0,1301.0,18006.0,7121.0,11.0,50.0,805.0,900.0,182.0,351.0,13.0,60.0,20.0,9.0,122.0,1031.0,270.0,2.0,193.0,22.0,85.0,679.0,284.0,338.0,11.0,28.0,2.0,63.0,28.0,43.0,18.0,2.0,20.0,50.0,292.0,79.0,151.0,106.0,35.0,53.0,7.0,46.0,25.0,90.0,90.0,501.0,729.0,418.0,20.0,1308.0,8.0,12.0,8.0,0.0,810.0,3942.0,1980.0,951.0,866.0,17.0,12.0,31.0,202.0,39.0,26.0
306,Aïssa Mandi,DF,Betis,27.0,2576.0,0.0,0.0,1.2,1.2,0.8,10.0,3.0,0.0,1626.0,1778.0,35308.0,11741.0,18.0,31.0,1086.0,1134.0,522.0,613.0,7.0,93.0,5.0,1.0,74.0,1678.0,100.0,1.0,207.0,73.0,3.0,1361.0,177.0,240.0,10.0,17.0,1.0,32.0,16.0,22.0,9.0,1.0,16.0,32.0,175.0,54.0,91.0,72.0,12.0,46.0,19.0,27.0,40.0,144.0,313.0,1110.0,987.0,60.0,19.0,1949.0,6.0,9.0,8.0,0.0,1339.0,6560.0,3212.0,1479.0,1451.0,4.0,4.0,29.0,231.0,52.0,41.0
307,Eliaquim Mangala,DF,Valencia,28.0,673.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,254.0,289.0,5597.0,1507.0,2.0,2.0,170.0,184.0,82.0,103.0,0.0,14.0,0.0,0.0,9.0,283.0,6.0,0.0,38.0,6.0,0.0,200.0,50.0,39.0,2.0,0.0,0.0,6.0,4.0,5.0,1.0,0.0,3.0,4.0,44.0,16.0,31.0,11.0,2.0,11.0,5.0,6.0,8.0,40.0,70.0,216.0,145.0,6.0,4.0,347.0,0.0,1.0,0.0,0.0,205.0,914.0,325.0,229.0,225.0,1.0,1.0,13.0,61.0,16.0,8.0
308,Marcelo,DF,Real Madrid,31.0,1296.0,1.0,2.0,0.5,0.5,2.1,17.0,6.0,0.0,882.0,1071.0,15091.0,5665.0,17.0,52.0,719.0,795.0,146.0,224.0,26.0,80.0,41.0,13.0,140.0,944.0,127.0,1.0,112.0,42.0,56.0,685.0,179.0,207.0,16.0,50.0,7.0,20.0,12.0,7.0,11.0,2.0,10.0,33.0,137.0,45.0,44.0,63.0,30.0,21.0,1.0,20.0,18.0,21.0,46.0,239.0,586.0,462.0,45.0,1087.0,10.0,13.0,10.0,0.0,824.0,4155.0,2597.0,946.0,871.0,19.0,14.0,7.0,130.0,10.0,7.0
309,Óscar de Marcos,"DF,FW",Athletic Club,30.0,541.0,0.0,1.0,0.1,0.1,1.0,1.0,0.0,0.0,168.0,228.0,2740.0,1031.0,3.0,14.0,144.0,176.0,21.0,38.0,9.0,15.0,6.0,4.0,29.0,195.0,33.0,2.0,29.0,5.0,20.0,115.0,59.0,54.0,3.0,11.0,1.0,5.0,0.0,1.0,3.0,1.0,2.0,5.0,72.0,11.0,23.0,32.0,17.0,13.0,0.0,13.0,8.0,8.0,13.0,58.0,132.0,99.0,3.0,242.0,2.0,4.0,2.0,0.0,147.0,935.0,502.0,217.0,164.0,6.0,3.0,9.0,40.0,7.0,13.0
310,Miguel Marí,MF,Eibar,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
311,José María Giménez,DF,Atlético Madrid,24.0,1755.0,0.0,0.0,0.6,0.6,0.0,11.0,2.0,0.0,753.0,853.0,17119.0,5684.0,5.0,9.0,486.0,526.0,262.0,318.0,0.0,39.0,1.0,0.0,47.0,791.0,62.0,1.0,77.0,33.0,0.0,644.0,54.0,155.0,8.0,9.0,0.0,24.0,11.0,19.0,4.0,1.0,8.0,14.0,98.0,31.0,59.0,36.0,3.0,25.0,9.0,16.0,21.0,122.0,142.0,582.0,503.0,24.0,15.0,987.0,1.0,1.0,1.0,0.0,601.0,2920.0,1625.0,635.0,622.0,3.0,2.0,14.0,177.0,55.0,17.0
312,Mariano,FW,Real Madrid,25.0,45.0,1.0,0.0,0.7,0.7,0.0,6.0,2.0,0.0,11.0,15.0,142.0,26.0,0.0,1.0,11.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,1.0,0.0,0.0,9.0,3.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,3.0,2.0,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,13.0,6.0,21.0,2.0,2.0,2.0,0.0,13.0,89.0,71.0,31.0,15.0,1.0,0.0,2.0,5.0,2.0,3.0
313,Adrián Marín,DF,Alavés,22.0,852.0,0.0,0.0,0.6,0.6,0.3,3.0,0.0,0.0,253.0,355.0,4644.0,2482.0,2.0,11.0,204.0,244.0,47.0,100.0,5.0,24.0,7.0,2.0,68.0,255.0,100.0,0.0,39.0,8.0,20.0,169.0,74.0,112.0,7.0,11.0,0.0,19.0,6.0,13.0,5.0,1.0,3.0,6.0,87.0,22.0,41.0,40.0,6.0,23.0,4.0,19.0,12.0,33.0,39.0,165.0,225.0,99.0,7.0,368.0,8.0,22.0,10.0,3.0,226.0,1238.0,793.0,224.0,207.0,5.0,6.0,25.0,69.0,8.0,8.0
314,Guillermo Maripán,DF,Alavés,25.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,122.0,49.0,0.0,1.0,6.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,4.0,15.0,6.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,8.0,32.0,15.0,5.0,5.0,0.0,0.0,0.0,4.0,3.0,1.0
315,Roger Martí,FW,Levante,28.0,2267.0,11.0,1.0,10.3,7.3,2.5,53.0,20.0,0.0,284.0,448.0,4552.0,1224.0,12.0,37.0,232.0,326.0,40.0,85.0,22.0,23.0,15.0,2.0,41.0,436.0,12.0,4.0,114.0,15.0,17.0,248.0,114.0,86.0,8.0,39.0,4.0,20.0,11.0,8.0,8.0,4.0,5.0,23.0,451.0,85.0,46.0,238.0,167.0,20.0,2.0,18.0,5.0,16.0,14.0,71.0,360.0,312.0,95.0,694.0,12.0,26.0,13.0,2.0,446.0,2216.0,1038.0,1022.0,514.0,63.0,26.0,57.0,88.0,31.0,67.0
316,Daniel Martín,GK,Betis,21.0,531.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,146.0,194.0,4260.0,2381.0,1.0,3.0,81.0,84.0,64.0,107.0,1.0,1.0,0.0,0.0,0.0,146.0,48.0,0.0,18.0,10.0,0.0,101.0,17.0,76.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,198.0,3.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,106.0,449.0,271.0,99.0,99.0,0.0,0.0,0.0,31.0,0.0,0.0
317,Álex Martínez,DF,Granada,28.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,10.0,155.0,62.0,0.0,0.0,3.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,0.0,1.0,2.0,4.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,46.0,39.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
318,Iñigo Martínez,DF,Athletic Club,28.0,2970.0,1.0,1.0,1.7,1.7,0.9,27.0,4.0,4.0,1190.0,1500.0,29318.0,10179.0,4.0,26.0,706.0,794.0,480.0,680.0,7.0,115.0,11.0,3.0,123.0,1380.0,120.0,2.0,187.0,110.0,19.0,875.0,199.0,426.0,10.0,23.0,3.0,55.0,31.0,40.0,13.0,2.0,20.0,38.0,249.0,90.0,145.0,93.0,11.0,43.0,16.0,27.0,42.0,244.0,190.0,962.0,997.0,111.0,31.0,1789.0,8.0,11.0,8.0,0.0,1050.0,7325.0,3949.0,1089.0,1055.0,2.0,7.0,30.0,351.0,101.0,57.0
319,Javi Martínez,MF,Osasuna,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,44.0,11.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,6.0,1.0,9.0,0.0,0.0,0.0,0.0,7.0,58.0,23.0,7.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0
320,Pablo Martínez,"MF,FW",Levante,21.0,33.0,0.0,0.0,0.1,0.1,0.1,1.0,0.0,1.0,14.0,18.0,211.0,95.0,0.0,0.0,13.0,13.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,2.0,1.0,0.0,8.0,5.0,5.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,25.0,6.0,8.0,12.0,5.0,1.0,1.0,0.0,0.0,3.0,5.0,13.0,11.0,8.0,2.0,28.0,0.0,2.0,0.0,0.0,15.0,119.0,52.0,17.0,13.0,1.0,2.0,1.0,8.0,0.0,1.0
321,Jordi Masip,GK,Valladolid,30.0,3150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,1054.0,21572.0,15861.0,1.0,2.0,174.0,174.0,365.0,878.0,1.0,14.0,0.0,0.0,0.0,599.0,455.0,0.0,64.0,19.0,0.0,259.0,41.0,754.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1006.0,1103.0,4.0,1.0,0.0,656.0,0.0,0.0,0.0,0.0,417.0,2795.0,1789.0,345.0,343.0,0.0,0.0,0.0,169.0,0.0,0.0
322,Jaime Mata,FW,Getafe,30.0,2747.0,11.0,3.0,9.3,6.2,2.5,51.0,20.0,0.0,508.0,790.0,7529.0,1795.0,31.0,87.0,406.0,571.0,71.0,132.0,30.0,37.0,21.0,13.0,69.0,776.0,14.0,1.0,262.0,21.0,61.0,379.0,203.0,208.0,15.0,67.0,9.0,26.0,12.0,3.0,14.0,9.0,4.0,18.0,456.0,109.0,35.0,198.0,223.0,23.0,3.0,20.0,8.0,18.0,16.0,71.0,494.0,611.0,139.0,1122.0,18.0,37.0,23.0,1.0,692.0,3007.0,1185.0,1632.0,876.0,91.0,54.0,85.0,140.0,101.0,138.0
323,Borja Mayoral,FW,Levante,22.0,2140.0,8.0,2.0,7.7,7.7,2.5,45.0,18.0,0.0,447.0,561.0,6963.0,1319.0,17.0,39.0,373.0,436.0,57.0,86.0,23.0,36.0,14.0,2.0,46.0,535.0,26.0,3.0,136.0,23.0,20.0,352.0,127.0,82.0,7.0,61.0,11.0,9.0,4.0,4.0,2.0,3.0,1.0,13.0,322.0,84.0,25.0,153.0,144.0,14.0,2.0,12.0,4.0,10.0,17.0,68.0,424.0,345.0,87.0,758.0,30.0,57.0,32.0,2.0,589.0,3396.0,1507.0,980.0,604.0,35.0,50.0,18.0,102.0,25.0,67.0
324,Óscar Melendo,"MF,FW",Espanyol,21.0,1115.0,0.0,0.0,0.1,0.1,0.4,3.0,0.0,0.0,298.0,361.0,4758.0,958.0,9.0,20.0,248.0,277.0,41.0,64.0,13.0,28.0,14.0,2.0,35.0,353.0,8.0,3.0,70.0,9.0,12.0,233.0,79.0,49.0,5.0,28.0,1.0,9.0,6.0,5.0,3.0,1.0,4.0,10.0,171.0,48.0,50.0,85.0,36.0,11.0,2.0,9.0,2.0,5.0,5.0,47.0,259.0,186.0,11.0,456.0,9.0,19.0,10.0,0.0,346.0,2113.0,924.0,457.0,355.0,9.0,15.0,7.0,65.0,7.0,20.0
325,Gonzalo Melero,MF,Levante,25.0,1236.0,2.0,1.0,2.4,1.6,0.8,17.0,7.0,0.0,458.0,548.0,7380.0,2132.0,11.0,24.0,389.0,442.0,58.0,82.0,9.0,39.0,9.0,0.0,55.0,533.0,15.0,3.0,96.0,9.0,2.0,396.0,86.0,66.0,4.0,19.0,1.0,28.0,16.0,14.0,11.0,3.0,7.0,23.0,256.0,69.0,93.0,119.0,44.0,18.0,3.0,15.0,10.0,23.0,34.0,191.0,411.0,134.0,26.0,690.0,12.0,22.0,14.0,3.0,459.0,2236.0,1127.0,555.0,475.0,16.0,16.0,32.0,126.0,23.0,34.0
326,Arthur Melo,MF,Barcelona,22.0,1182.0,3.0,3.0,1.3,1.3,1.2,8.0,5.0,0.0,961.0,1060.0,16631.0,3246.0,24.0,46.0,764.0,812.0,173.0,202.0,10.0,101.0,12.0,0.0,57.0,1012.0,48.0,2.0,205.0,23.0,14.0,852.0,137.0,71.0,10.0,28.0,8.0,17.0,13.0,8.0,6.0,3.0,3.0,9.0,188.0,53.0,36.0,98.0,54.0,10.0,0.0,10.0,2.0,9.0,20.0,167.0,773.0,342.0,16.0,1149.0,29.0,33.0,29.0,1.0,999.0,5807.0,2494.0,1091.0,998.0,21.0,17.0,11.0,95.0,1.0,7.0
327,Brais Méndez,"MF,FW",Celta Vigo,22.0,1477.0,0.0,2.0,1.5,1.5,1.1,24.0,8.0,0.0,519.0,686.0,8594.0,2678.0,18.0,47.0,424.0,494.0,77.0,145.0,16.0,52.0,17.0,3.0,75.0,645.0,41.0,3.0,130.0,28.0,42.0,459.0,92.0,135.0,10.0,36.0,5.0,22.0,13.0,9.0,9.0,4.0,12.0,36.0,314.0,68.0,106.0,126.0,82.0,19.0,0.0,19.0,13.0,28.0,27.0,141.0,467.0,353.0,41.0,868.0,25.0,42.0,27.0,3.0,624.0,2999.0,1617.0,806.0,655.0,39.0,30.0,28.0,113.0,25.0,38.0
328,Édgar Méndez,"MF,FW",Alavés,28.0,864.0,1.0,0.0,0.5,0.5,0.6,9.0,4.0,0.0,134.0,197.0,2086.0,475.0,3.0,14.0,110.0,147.0,21.0,36.0,6.0,11.0,8.0,4.0,21.0,193.0,4.0,0.0,48.0,5.0,17.0,121.0,32.0,44.0,2.0,13.0,0.0,15.0,8.0,9.0,6.0,0.0,3.0,10.0,143.0,32.0,40.0,67.0,36.0,18.0,3.0,15.0,6.0,11.0,8.0,65.0,149.0,126.0,17.0,314.0,12.0,17.0,12.0,1.0,201.0,1276.0,682.0,328.0,207.0,21.0,19.0,22.0,52.0,13.0,24.0
329,Ferland Mendy,DF,Real Madrid,24.0,1809.0,1.0,3.0,0.5,0.5,2.1,7.0,2.0,0.0,1075.0,1262.0,17930.0,5061.0,11.0,42.0,909.0,999.0,155.0,221.0,20.0,39.0,24.0,8.0,98.0,1075.0,187.0,0.0,170.0,39.0,66.0,818.0,251.0,193.0,17.0,41.0,7.0,31.0,16.0,19.0,8.0,4.0,10.0,19.0,169.0,54.0,68.0,64.0,37.0,38.0,5.0,33.0,23.0,30.0,57.0,390.0,691.0,496.0,39.0,1304.0,52.0,72.0,55.0,4.0,1034.0,5937.0,3378.0,1093.0,994.0,38.0,19.0,25.0,180.0,23.0,20.0
330,Fran Mérida,MF,Osasuna,29.0,1161.0,0.0,1.0,0.3,0.3,0.3,13.0,2.0,0.0,581.0,770.0,13527.0,4091.0,8.0,21.0,371.0,453.0,202.0,296.0,8.0,83.0,10.0,2.0,90.0,732.0,38.0,1.0,116.0,53.0,21.0,423.0,131.0,216.0,12.0,22.0,2.0,26.0,14.0,9.0,12.0,5.0,10.0,29.0,264.0,77.0,56.0,169.0,39.0,20.0,4.0,16.0,28.0,17.0,15.0,183.0,607.0,165.0,12.0,874.0,24.0,35.0,26.0,0.0,616.0,2716.0,1453.0,674.0,622.0,10.0,19.0,17.0,162.0,10.0,9.0
331,Mikel Merino,MF,Real Sociedad,23.0,3139.0,5.0,1.0,2.8,2.8,2.1,44.0,14.0,1.0,1519.0,1974.0,27549.0,8989.0,37.0,77.0,1197.0,1452.0,285.0,445.0,33.0,204.0,35.0,7.0,238.0,1939.0,35.0,1.0,488.0,47.0,34.0,1261.0,317.0,396.0,33.0,76.0,8.0,82.0,63.0,20.0,52.0,10.0,22.0,81.0,668.0,202.0,152.0,405.0,111.0,58.0,6.0,52.0,56.0,68.0,80.0,440.0,1519.0,579.0,63.0,2382.0,34.0,58.0,38.0,4.0,1621.0,7319.0,3688.0,1921.0,1687.0,48.0,37.0,76.0,410.0,159.0,92.0
332,Sabin Merino,FW,Leganés,27.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,21.0,222.0,10.0,0.0,0.0,16.0,19.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,12.0,0.0,0.0,9.0,9.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,4.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,19.0,5.0,27.0,1.0,1.0,1.0,0.0,21.0,171.0,44.0,43.0,21.0,2.0,2.0,0.0,3.0,2.0,3.0
333,Roque Mesa,MF,Leganés,30.0,2012.0,1.0,3.0,1.3,1.3,2.4,26.0,9.0,1.0,724.0,905.0,12589.0,3599.0,24.0,41.0,568.0,634.0,132.0,230.0,28.0,95.0,24.0,7.0,107.0,838.0,67.0,3.0,200.0,43.0,56.0,611.0,105.0,189.0,14.0,53.0,7.0,45.0,29.0,18.0,19.0,8.0,12.0,34.0,478.0,134.0,151.0,253.0,74.0,32.0,3.0,29.0,9.0,6.0,13.0,163.0,719.0,385.0,24.0,1096.0,32.0,55.0,38.0,0.0,920.0,6361.0,3204.0,890.0,775.0,32.0,38.0,36.0,204.0,6.0,31.0
334,Lionel Messi,"FW,MF",Barcelona,32.0,2880.0,25.0,20.0,19.2,15.4,15.4,154.0,63.0,43.0,1700.0,2142.0,28039.0,9544.0,38.0,99.0,1395.0,1609.0,267.0,434.0,86.0,208.0,126.0,6.0,360.0,1945.0,197.0,40.0,393.0,59.0,113.0,1533.0,309.0,300.0,61.0,220.0,36.0,14.0,10.0,2.0,3.0,9.0,0.0,18.0,287.0,87.0,16.0,124.0,147.0,7.0,0.0,7.0,6.0,1.0,1.0,57.0,1331.0,1486.0,217.0,2412.0,185.0,276.0,195.0,9.0,2228.0,14621.0,9239.0,2616.0,2229.0,65.0,88.0,20.0,127.0,6.0,4.0
